file,line_no,text,topic_hits,anchor_strength
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,222,"65. Michigan courts have increasingly recognized that parental alienation constitutes a form of emotional abuse against the child. Mother's 329+ day denial of all parenting time, combined with the coordinated Watson family alienation campaign, constitutes emotional abuse of L.D.W. by depriving him of a relationship with his father during the most formative years of his development.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,224,#### Factor (l): Any other factor considered by the court to be relevant to a particular child custody or parenting time dispute.,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,230,"68. Father's full compliance with all court-imposed requirements, including successful completion of the HealthWest psychological evaluation.",HEALTHWEST_EVAL,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,236,71. The procedural deficiencies in the issuance of the PPO in Case No. 2023-5907-PP.,PPO,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,240,### C. The Extended Denial of Parenting Time Constitutes a Violation of Father's Constitutional Rights,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,246,"75. The 329+ day denial of all parenting time in this case constitutes a *de facto* termination of Father's parental relationship with L.D.W. While Father's legal rights as a parent have not been formally terminated, the practical effect of 329+ days of zero contact is indistinguishable from termination for a child of L.D.W.'s age.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,250,77. The constitutional violation is ongoing and continuing. Each additional day of denied parenting time compounds the constitutional injury and deepens the irreparable harm to both Father and L.D.W.,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,252,### D. Father Is Entitled to Makeup Parenting Time Under MCL 722.27a(7),PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,256,"> ""If a child's parent . . . has been wrongfully denied parenting time . . . the court shall do 1 or more of the following: (a) Grant additional parenting time to compensate for the parenting time wrongfully denied.""",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,260,"80. Father has been wrongfully denied 329+ consecutive days of parenting time. Under MCL 722.27a(7)(a), Father is entitled to makeup parenting time reasonably calculated to compensate for this extended deprivation and to restore the parent-child bond.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,262,"81. Given the extraordinary length of the denial and the young age of L.D.W., makeup parenting time should be structured in a manner that provides for a graduated reintroduction period followed by an expanded parenting time schedule that exceeds what would otherwise be ordered, in order to compensate for the lost time and to counteract the effects of parental alienation.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,288,91. The pattern here is clear: allegations are made for the purpose of obstructing Father's parenting time and building a false narrative of danger. When investigated by neutral third parties — whether law enforcement or professional evaluators — the allegations are consistently found to be without merit.,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,300,"94. **Graduated Reintroduction Schedule.** That parenting time be initially structured as a graduated reintroduction to account for the 329+ day separation, beginning with supervised or facilitated short visits (if the Court deems necessary), progressing to unsupervised daytime visits within fourteen (14) days, and progressing to overnight parenting time within thirty (30) days, consistent with established reunification protocols.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,302,"95. **Makeup Parenting Time.** That the Court grant Father makeup parenting time pursuant to MCL 722.27a(7)(a), structured as additional days, extended weekends, and extended holiday and summer parenting time to compensate for the 329+ days of denied parenting time.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,312,"100. **Economic Damages and Costs.** That the Court award Father his documented economic damages in excess of $94,250.00, including but not limited to lost wages, attorney fees, costs of compliance, and other damages directly resulting from Mother's wrongful denial of parenting time, pursuant to MCL 722.27a(7)(d).",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,316,"102. **Sanctions for Frivolous Allegations.** That the Court order that any future allegations of abuse or misconduct by Mother or the Watson family be supported by specific, verified factual allegations before any restriction on Father's parenting time is imposed, and that sanctions be imposed for any future frivolous or bad-faith allegations.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,318,"103. **Guardian Ad Litem.** That the Court appoint an independent Guardian Ad Litem for L.D.W. to investigate and report on the child's best interests, including the impact of the 329+ day denial of Father's parenting time on the child's emotional and psychological development.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,336,"108. I have been denied all parenting time with my son, L.D.W., for more than three hundred twenty-nine (329) consecutive days.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,338,109. I completed a psychological evaluation at HealthWest and received clearance from Dr. DeAugustine confirming my fitness to parent.,HEALTHWEST_EVAL,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,342,"111. I have incurred documented economic damages in excess of $94,250.00 as a direct result of the denial of parenting time and the associated litigation.",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,372,**Clerk of the Court**,EXPARTE_USB_AUDIO,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,401,Hon. **Jenny L. McNeill**,MCNEILL,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,408,### ORDER RESTORING PARENTING TIME AND GRANTING MAKEUP PARENTING TIME,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,412,"**PRESENT: HON. JENNY L. McNEILL, Circuit Court Judge**",MCNEILL,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,414,"This matter having come before the Court on Plaintiff/Father's Emergency Motion to Restore Parenting Time and for Makeup Parenting Time, and the Court having reviewed the motion, the file, and the applicable law, and being otherwise fully advised in the premises,",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,418,1. Plaintiff/Father Andrew J. Pigors's Emergency Motion to Restore Parenting Time is **GRANTED**.,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,422,3. Parenting time shall commence within seventy-two (72) hours of the date of this Order according to the following graduated schedule:,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,426,b. **Phase 2 (Days 15-30):** Father shall have unsupervised daytime parenting time on [specify days] from [specify times].,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,450,**HON. JENNY L. McNEILL**,MCNEILL,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,463,| **Exhibit A** | HealthWest Psychological Evaluation Report and Dr. DeAugustine Clearance Letter |,HEALTHWEST_EVAL,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,465,| **Exhibit C** | Documentation of 329+ Days of Denied Parenting Time (Calendar Log with Dates and Descriptions of Each Denial) |,PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,466,"| **Exhibit D** | Communications from Father to Mother Requesting Parenting Time (Text Messages, Emails, and Letters) |",PARENTING_TIME,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,468,"| **Exhibit F** | Economic Damages Documentation ($94,250+ — Itemized Accounting with Supporting Records) |",EXPARTE_USB_AUDIO,1
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,471,| **Exhibit I** | Court Orders and Docket Entries Relevant to Parenting Time in Case No. 2024-001507-DC |,PARENTING_TIME,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,10,"1. the **USB ex parte** issue,",EXPARTE_USB_AUDIO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,12,"3. the **objection jailing** event,",CONTEMPT_JAIL,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,13,"4. a **continued incarceration / no release** event when you expected release after a 2-week objection-contempt jail period,",CONTEMPT_JAIL,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,15,- You state all PPO violations were tied to asking to see your son (or false allegations in the beginning).,PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,16,"- You state the **PPO was obtained illegally**, and you want the **PPO lane prioritized for higher-court attack**.",PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,27,### Node C1 — PPO obtained (you assert illegally),PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,28,- You assert the PPO was obtained illegally and was used as a control mechanism.,PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,32,### Node C2 — PPO violation pattern (contact re child),PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,33,"- You state the alleged PPO violations were for asking to see your son (especially through the coparenting app), or were fabricated early on.",PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,41,### Node C4 — USB ex parte issue,EXPARTE_USB_AUDIO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,50,### Node C6 — Objection-contest jailing (2-week period),CONTEMPT_JAIL,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,51,- You report a jailing tied to the objection/contempt posture (about two weeks).,CONTEMPT_JAIL,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,55,"- You report that the day you were supposed to be released, you were not released and were kept in jail.",CONTEMPT_JAIL,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,58,### Node C8 — 45-day jail sentence (day before Thanksgiving) for asking to see son (3rd birthday),CONTEMPT_JAIL,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,59,- You report a 45-day sentence arising from alleged PPO violation tied to asking to see your son in the coparenting app.,PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,68,- “might” consider supervised parenting time.,PARENTING_TIME,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,72,- You state the court later characterized you as refusing supervised parenting time.,PARENTING_TIME,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,80,## A. PPO is now the primary high-court attack lane,PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,84,"- a repeatable legal issue (using no-contact/PPO process to block parent-child contact),",PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,102,4. **Jail booking + release logs**,CONTEMPT_JAIL,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,103,5. **Clerk minute sheets / courtroom logs**,EXPARTE_USB_AUDIO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,119,### A1) Motion to Restore / Modify Parenting Time (current relief),PARENTING_TIME,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,120,- Ask for immediate parenting-time restoration,MEDICATION_CONDITION,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,129,- HealthWest/provenance issues,HEALTHWEST_EVAL,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,167,### B3) Motion to Modify / Terminate PPO (or clarify exchange-contact exception),PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,168,"If the PPO is still active (or extensions remain operative), a current motion in the PPO court can generate a **new order**.",PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,178,"- clerk minutes,",EXPARTE_USB_AUDIO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,185,"(*PPO-led strategy, custody crossover as prejudice/harm*)",PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,187,### C1) COA Route Plan — PPO-led,PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,188,You said “the PPO is what we need to go after in the higher courts.” Agreed as strategy.,PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,193,"3. If not, create a **new order** via PPO modify/terminate/clarify motion",PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,195,5. Use the contempt/jail and parent-child contact facts as prejudice framework,CONTEMPT_JAIL,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,202,- unsupported inference / evidence mismatch,DUE_PROCESS_FINDINGS,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,204,- restriction on parent-child contact communications (depending PPO terms and exchange exceptions),PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,211,- and PPO chain is tightly compiled.,PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,222,- and quote mischaracterization re supervised parenting time.,PARENTING_TIME,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,231,## `PPO_CONTEMPT_CUSTODY_CROSSOVER_LEDGER`,CONTEMPT_JAIL,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,247,This will make the “PPO weaponization into custody prejudice” theory concrete and sortable.,PPO,1
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,257,"4. **PPO Higher-Court VehicleMap** (COA-led, MSC follow-on)",PPO,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,14,"* **REBUTTAL (Opposite / Neutralizing Statement)** = your affirmative counter-statement, framed as sworn fact or as a “no-basis / no-finding” correction",MEDICATION_CONDITION,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,16,"* **PROOF TARGET** = what to pull next (transcript page/line, exhibit, ROA entry, HealthWest report) to make the rebuttal *bulletproof*",HEALTHWEST_EVAL,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,29,"**USER_ASSERTED:** Defendant requested ex parte relief and the Court granted it **without adversarial testing**, resulting in a de facto parenting-time suspension **before** a full and fair opportunity to be heard.",EXPARTE_USB_AUDIO,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,91,## B) “Crazy / followed / library” narrative block (the core hostility cluster),HACKLEY_LIBRARY_INCIDENT,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,138,* Library incident report(s) / police CAD logs,HACKLEY_LIBRARY_INCIDENT,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,174,"* Jail mittimus/orders showing incarceration dates + cause (messages requesting child contact, contempt tied to objections)",CONTEMPT_JAIL,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,182,"“The Court considered supervised parenting time, and the Plaintiff insisted that he would not exercise supervised parenting time.”",PARENTING_TIME,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,192,* Transcript: whether the Court made findings supporting supervision; whether less restrictive alternatives were considered,DUE_PROCESS_FINDINGS,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,220,"**USER_ASSERTED:** The Court is directing a clinical process using adversarial narrative inputs that were disputed and/or unproven, which risks converting allegations into “clinical facts.” Any evaluation must reflect **verified history**, not litigant-opponent narrative.",HEALTHWEST_EVAL,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,227,* Referral letter content (what the court instructed HealthWest),HEALTHWEST_EVAL,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,228,* HealthWest report methodology section,HEALTHWEST_EVAL,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,234,"“…including the incident at the library, alleged following…, eviction…, Mother’s refusal…, lack of employment.”",HACKLEY_LIBRARY_INCIDENT,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,245,* Any evidence of safe parenting history prior to suspension,DUE_PROCESS_FINDINGS,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,286,“The assessment states the following: … stable housing … no issues with employment … no issues with others … support of friends and family.”,HEALTHWEST_EVAL,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,313,* Compare to HealthWest report lines (side-by-side chart),HEALTHWEST_EVAL,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,329,* Eviction order/judgment date; jail dates; employment timeline to show causation chain,CONTEMPT_JAIL,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,339,**USER_ASSERTED:** Plaintiff’s pursuit of legal remedies is protected activity and should not be framed as instability or obsession. Mentioning anticipated lawsuits in a custody order is irrelevant unless tied to actual parenting risk.,MEDICATION_CONDITION,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,342,Paints litigant as vexatious; chills petitioning activity; supports bias narrative.,BIAS_RECUSAL_JTC,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,355,"**USER_ASSERTED:** Employment instability is a predictable consequence of incarceration and litigation interference, including jail imposed for communications seeking contact with the child. The proper lens is whether Plaintiff can safely parent, not whether he has been economically destabilized by court actions.",CONTEMPT_JAIL,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,362,* Jail orders/dates; termination dates; sworn chronology; any employer letters,CONTEMPT_JAIL,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,371,**USER_ASSERTED:** Family estrangement is not evidence of parenting danger. Court’s inclusion of estrangement as mental-health insinuation is prejudicial and irrelevant absent child-safety linkage.,DUE_PROCESS_FINDINGS,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,401,“…and acknowledged that he again violated the PPO by contacting the Defendant.”,PPO,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,407,Imports PPO stigma into custody/PT without disentangling intent/purpose/necessity.,PPO,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,411,* PPO text + amendment for exchanges (exact permitted channels),PPO,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,427,“Paywall/Taskwall to be heard” structure; extends ex parte suspension by administrative condition.,EXPARTE_USB_AUDIO,1
bf5f0364-c042-4e93-91cc-d633ca70fdc4.md,437,"# Immediate usable “Opposite Narrative” (one paragraph, court-ready)",MEDICATION_CONDITION,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,14,- Ex parte parenting-time suspension was entered and objections were pursued.,EXPARTE_USB_AUDIO,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,17,### B. Objection / suspension phase (ex parte remains central),EXPARTE_USB_AUDIO,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,18,- The ex parte suspension became the controlling parenting-time harm event.,EXPARTE_USB_AUDIO,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,22,### C. HealthWest / narrative conflict phase,HEALTHWEST_EVAL,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,23,- You report you undermined the HealthWest narrative through cross-examination.,HEALTHWEST_EVAL,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,26,"### D. Jail / contempt crossover phase (late-2025 window, per your account)",CONTEMPT_JAIL,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,31,- statement that the court “might” consider supervised parenting time,PARENTING_TIME,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,32,"- You report the court later mischaracterized your statements as “refusing supervised parenting time,” which you deny.",PARENTING_TIME,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,43,### Issue Cluster 1 — Ongoing deprivation of parenting time,PARENTING_TIME,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,57,- misstatement / mischaracterization of what you said regarding supervised parenting time,PARENTING_TIME,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,59,"**Strategic implication:** this supports a **record-correction + relief-from-order** lane, not just a merits argument.",EXPARTE_USB_AUDIO,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,72,Your account indicates the contempt/jail event is being used to influence custody/parenting-time outcomes.,CONTEMPT_JAIL,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,77,- what evidence supported that import (if any),DUE_PROCESS_FINDINGS,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,86,"### 1) Motion to Restore / Modify Parenting Time (CURRENT, forward-looking)",PARENTING_TIME,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,87,**Why still viable:** Because the harm is ongoing and the court is currently restricting parenting time.,PARENTING_TIME,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,92,- Request immediate parenting-time relief (specific schedule),MEDICATION_CONDITION,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,98,- Quote-pinned statement clarifying what you did/did not say about supervised parenting time,PARENTING_TIME,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,125,- Court’s “refused supervised parenting time” characterization (as you report it),PARENTING_TIME,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,143,### 4) Motion for Prompt Evidentiary Hearing on Current Parenting-Time Status,DUE_PROCESS_FINDINGS,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,175,You specifically flagged the **jail mittimus** as a key document. This is a major chronology anchor.,CONTEMPT_JAIL,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,197,- hearing/order where supervised parenting-time issue was characterized,DUE_PROCESS_FINDINGS,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,242,- alleged ex parte / process irregularity concerns (if record-supported),EXPARTE_USB_AUDIO,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,330,1. Pin the **current controlling parenting-time order** (signed/entered/served/effective),SERVICE_NOTICE,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,331,2. Pin the **jail mittimus** and linked contempt order,CONTEMPT_JAIL,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,334,- HealthWest cross exam,HEALTHWEST_EVAL,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,357,A one-document “control sheet” for the current parenting-time order and all supersession/service edges.,SERVICE_NOTICE,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,372,"- a **jail mittimus / incarceration tracking** branch (used to monitor incarceration periods and court access impacts), and",CONTEMPT_JAIL,1
d8c1df2c-f070-4111-8b75-8064f1a6a996.md,376,"The same blueprint corpus also contains a **HealthWest-email / escalation** concept lane (including a chief-judge escalation branch), which can be repurposed as a structured “oversight packet” lane once we pin the exact documents and dates. fileciteturn14file4L3471-L3477",HEALTHWEST_EVAL,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,4,"**Scope:** This analysis is based **only** on the uploaded sample ZIP (72 files extracted in this run). It is a **sample-complete** outline, not a full-library case reconstruction.",HACKLEY_LIBRARY_INCIDENT,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,33,| 2025-07-29 | MEEK2 | USER_ASSERTED | User reports last parenting time / last seeing Lincoln |  | new 9.txt:1273 |,PARENTING_TIME,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,39,| UNKNOWN | MEEK2/MEEK4 | USER_ASSERTED | User reports ex parte USB submission through clerk; judge staff listened |  | new 9.txt:1269 |,EXPARTE_USB_AUDIO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,48,- `OO-CUST-EXPARTE-2025-08-08` (active chain root),EXPARTE_USB_AUDIO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,55,The sample packet itself warns against overloading the custody relief ask with PPO sanctions unless directly linked. That’s smart. The PPO lane gives you:,PPO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,90,| VM-04 | 14th Circuit Family / FOC | MEEK2 | FOC enforcement / parenting-time complaint and make-up time request | HIGH | User asserts sustained withholding and last contact 2025-07-29 |,FOC_SUPPORT,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,108,#### VM-01 — Motion to restore/expand parenting time (or modify temporary restriction),PARENTING_TIME,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,110,"- **Viability:** HIGH (sample-supported, but final draft needs order quotes/service pins)",SERVICE_NOTICE,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,111,- **Trigger:** Active deprivation chain (8/8 ex parte + 9/9 continuance) and continuing prejudice,EXPARTE_USB_AUDIO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,121,- **Authority anchors (verify exact text/pinpoints):** MCR 2.107 service; MCR 2.119 motion practice; due-process notice/opportunity-to-be-heard principles,SERVICE_NOTICE,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,126,#### VM-03 — Motion for relief from order (ex parte/continuance chain),EXPARTE_USB_AUDIO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,135,#### VM-04 — FOC enforcement / parenting-time complaint and make-up time request,FOC_SUPPORT,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,144,#### VM-05 — Motion to settle/clarify record and preserve irregular ex parte submission pathway,EXPARTE_USB_AUDIO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,147,- **Trigger:** User asserts USB submitted ex parte via clerk; staff listened,EXPARTE_USB_AUDIO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,153,#### VM-06 — Motion to disqualify judge (if current facts and timing support),BIAS_RECUSAL_JTC,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,158,"- **Proof targets:** Order quotes, transcript quotes, rulings asymmetry matrix, denial of evidence vs admission of opponent material",DUE_PROCESS_FINDINGS,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,162,#### VM-07 — Motion to modify/terminate PPO or narrow terms (if active and fact support exists),PPO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,163,- **Court/Lane:** 14th Circuit PPO lane / MEEK3,PPO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,166,- **Authority anchors (verify exact text/pinpoints):** MCL 600.2950; MCR 3.70x PPO procedures (verify exact rule numbers/text),PPO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,172,- **Court/Lane:** 14th Circuit PPO lane / MEEK3,PPO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,183,- **Trigger:** Ex parte suspension + continuance/conditioning chain likely nonfinal but ongoing,EXPARTE_USB_AUDIO,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,280,"| 4 | Trial-court relief packet | File family-court motion package (restore PT / non-service attack / relief from order as supported). | Keep asks narrow, procedural, and child-centered. |",SERVICE_NOTICE,1
ef06d6b4-d097-4144-b7f6-d65fb44efe6d.md,281,| 5 | Parallel FOC rail | Run FOC parenting-time enforcement/make-up time track if order terms permit. | Creates an additional documented enforcement channel. |,FOC_SUPPORT,1
3055edeb-0469-492a-9865-021bb87dcc03.md,30,| CHRON-007 | 2025-02-14 | Plaintiff parenting-time motion filed | DOC_EXTRACTED | 2sided judge orders scanned_0009.pdf; 2sided judge orders scanned_0010.pdf |,,0
3055edeb-0469-492a-9865-021bb87dcc03.md,67,| V-COA-002 | Michigan Court of Appeals | Emergency/stay motion tied to active parenting-time harm | CONDITIONAL but high-impact if branch open | CHRON-012..CHRON-025 + current operative order |,,0
3055edeb-0469-492a-9865-021bb87dcc03.md,76,4. **MSC branch** — stage after COA output unless a separate extraordinary route becomes supportable.,,0
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,346,113. I make this declaration in support of this Emergency Motion and under the penalties provided by law for making a false declaration.,,0
7a619538-45e5-4488-9eb4-e0d1894a06cc.md,438,8. A Guardian Ad Litem shall be appointed for the minor child L.D.W. to investigate and report on the child's best interests.,,0
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,54,### Node C7 — “Supposed release day” no release / hold-over event,,0
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,71,### Node C10 — Mischaracterization of supervised-parenting-time statement,,0
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,106,8. **Coparenting app exports (for violation allegation dates)**,,0
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,116,## TRACK A — Trial Court Family Division (current parenting-time harm),,0
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,224,That is a clean chronology branch if transcript/order quotes support it.,,0
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,239,- What court/opponent alleged,,0
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,242,- Parenting-time impact,,0
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,272,- exact prejudice to parenting-time.,,0
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,282,- `PPO_HIGHER_COURT_PRIORITY=TRUE`,,0
8e5460ad-ca1d-4cac-b802-1ec6e07997fb.md,283,- `PPO_VIOLATIONS_CHILD_CONTACT_ASSERTED=TRUE`,,0
